Warehouse,Algorithm,Steps,Method
warehouse_127.txt,Breadth,-1,macro
warehouse_127.txt,Depth,-1,macro
warehouse_129.txt,Astar,-1,macro
warehouse_129.txt,Breadth,-1,macro
warehouse_129.txt,Depth,-1,macro
warehouse_13.txt,Astar,-1,macro
warehouse_13.txt,Breadth,-1,macro
warehouse_13.txt,Depth,-1,macro
warehouse_131.txt,Astar,-1,macro
warehouse_131.txt,Breadth,-1,macro
warehouse_131.txt,Depth,-1,macro
warehouse_133.txt,Astar,-1,macro
warehouse_133.txt,Breadth,-1,macro
warehouse_133.txt,Depth,-1,macro
warehouse_135.txt,Astar,-1,macro
warehouse_135.txt,Breadth,-1,macro
warehouse_135.txt,Depth,-1,macro
warehouse_137.txt,Astar,-1,macro
warehouse_137.txt,Breadth,-1,macro
warehouse_137.txt,Depth,-1,macro
warehouse_139.txt,Astar,-1,macro
warehouse_139.txt,Breadth,-1,macro
warehouse_139.txt,Depth,-1,macro
warehouse_141.txt,Astar,-1,macro
warehouse_141.txt,Breadth,-1,macro
warehouse_141.txt,Depth,-1,macro
warehouse_143.txt,Astar,-1,macro
warehouse_143.txt,Breadth,-1,macro
warehouse_143.txt,Depth,-1,macro
warehouse_145.txt,Astar,-1,macro
warehouse_145.txt,Breadth,-1,macro
warehouse_145.txt,Depth,-1,macro
warehouse_147.txt,Astar,-1,macro
warehouse_147.txt,Breadth,-1,macro
warehouse_147.txt,Depth,-1,macro
warehouse_149.txt,Astar,-1,macro
warehouse_149.txt,Breadth,-1,macro
warehouse_149.txt,Depth,-1,macro
warehouse_15.txt,Astar,-1,macro
warehouse_15.txt,Breadth,-1,macro
warehouse_15.txt,Depth,-1,macro
warehouse_151.txt,Astar,-1,macro
warehouse_151.txt,Breadth,-1,macro
warehouse_151.txt,Depth,-1,macro
warehouse_153.txt,Astar,-1,macro
warehouse_153.txt,Breadth,-1,macro
warehouse_153.txt,Depth,-1,macro
warehouse_155.txt,Astar,-1,macro
warehouse_155.txt,Breadth,-1,macro
warehouse_155.txt,Depth,-1,macro
warehouse_157.txt,Astar,-1,macro
warehouse_157.txt,Breadth,-1,macro
warehouse_157.txt,Depth,-1,macro
warehouse_159.txt,Astar,-1,macro
warehouse_159.txt,Breadth,-1,macro
warehouse_159.txt,Depth,-1,macro
warehouse_161.txt,Astar,-1,macro
warehouse_161.txt,Breadth,-1,macro
warehouse_161.txt,Depth,-1,macro
warehouse_163.txt,Astar,-1,macro
warehouse_163.txt,Breadth,-1,macro
warehouse_163.txt,Depth,-1,macro
warehouse_165.txt,Astar,-1,macro
warehouse_165.txt,Breadth,-1,macro
warehouse_165.txt,Depth,-1,macro
warehouse_169.txt,Astar,-1,macro
warehouse_169.txt,Breadth,-1,macro
warehouse_169.txt,Depth,-1,macro
warehouse_17.txt,Astar,-1,macro
warehouse_17.txt,Breadth,-1,macro
warehouse_17.txt,Depth,-1,macro
warehouse_171.txt,Astar,-1,macro
warehouse_171.txt,Breadth,-1,macro
warehouse_171.txt,Depth,-1,macro
warehouse_173.txt,Astar,-1,macro
warehouse_173.txt,Breadth,-1,macro
warehouse_173.txt,Depth,-1,macro
warehouse_175.txt,Astar,-1,macro
warehouse_175.txt,Breadth,-1,macro
warehouse_175.txt,Depth,-1,macro
warehouse_177.txt,Astar,-1,macro
warehouse_177.txt,Breadth,-1,macro
warehouse_177.txt,Depth,-1,macro
warehouse_179.txt,Astar,-1,macro
warehouse_179.txt,Breadth,-1,macro
warehouse_179.txt,Depth,-1,macro
warehouse_181.txt,Astar,-1,macro
warehouse_181.txt,Breadth,-1,macro
warehouse_181.txt,Depth,-1,macro
warehouse_183.txt,Astar,-1,macro
warehouse_183.txt,Breadth,-1,macro
warehouse_183.txt,Depth,-1,macro
warehouse_185.txt,Astar,-1,macro
warehouse_185.txt,Breadth,-1,macro
warehouse_185.txt,Depth,-1,macro
warehouse_187.txt,Astar,-1,macro
warehouse_187.txt,Breadth,-1,macro
warehouse_187.txt,Depth,-1,macro
warehouse_189.txt,Astar,-1,macro
warehouse_189.txt,Breadth,-1,macro
warehouse_189.txt,Depth,-1,macro
warehouse_19.txt,Astar,-1,macro
warehouse_19.txt,Breadth,-1,macro
warehouse_19.txt,Depth,-1,macro
warehouse_191.txt,Astar,-1,macro
warehouse_191.txt,Breadth,-1,macro
warehouse_191.txt,Depth,-1,macro
warehouse_193.txt,Astar,-1,macro
warehouse_193.txt,Breadth,-1,macro
warehouse_193.txt,Depth,-1,macro
warehouse_195.txt,Astar,-1,macro
warehouse_195.txt,Breadth,-1,macro
warehouse_195.txt,Depth,-1,macro
warehouse_197.txt,Astar,-1,macro
warehouse_197.txt,Breadth,-1,macro
warehouse_197.txt,Depth,-1,macro
warehouse_199.txt,Astar,-1,macro
warehouse_199.txt,Breadth,-1,macro
warehouse_199.txt,Depth,-1,macro
warehouse_201.txt,Astar,-1,macro
warehouse_201.txt,Breadth,-1,macro
warehouse_201.txt,Depth,-1,macro
warehouse_203.txt,Astar,-1,macro
warehouse_203.txt,Breadth,-1,macro
warehouse_203.txt,Depth,-1,macro
warehouse_205.txt,Astar,-1,macro
warehouse_205.txt,Breadth,-1,macro
warehouse_205.txt,Depth,-1,macro
warehouse_21.txt,Astar,3,macro
warehouse_21.txt,Breadth,3,macro
warehouse_21.txt,Depth,11,macro
warehouse_23.txt,Astar,-1,macro
warehouse_23.txt,Breadth,-1,macro
warehouse_23.txt,Depth,-1,macro
warehouse_25.txt,Astar,7,macro
warehouse_25.txt,Breadth,7,macro
warehouse_25.txt,Depth,57,macro
warehouse_27.txt,Astar,-1,macro
warehouse_27.txt,Breadth,-1,macro
warehouse_27.txt,Depth,-1,macro
warehouse_29.txt,Astar,-1,macro
warehouse_29.txt,Breadth,-1,macro
warehouse_29.txt,Depth,-1,macro
warehouse_31.txt,Astar,-1,macro
warehouse_31.txt,Breadth,-1,macro
warehouse_31.txt,Depth,-1,macro
warehouse_33.txt,Astar,-1,macro
warehouse_33.txt,Breadth,-1,macro
warehouse_33.txt,Depth,-1,macro
warehouse_35.txt,Astar,-1,macro
warehouse_35.txt,Breadth,-1,macro
warehouse_35.txt,Depth,-1,macro
warehouse_37.txt,Astar,-1,macro
warehouse_37.txt,Breadth,-1,macro
warehouse_37.txt,Depth,-1,macro
warehouse_39.txt,Astar,-1,macro
warehouse_39.txt,Breadth,-1,macro
warehouse_39.txt,Depth,-1,macro
warehouse_41.txt,Astar,-1,macro
warehouse_41.txt,Breadth,-1,macro
warehouse_41.txt,Depth,-1,macro
warehouse_43.txt,Astar,-1,macro
warehouse_43.txt,Breadth,-1,macro
warehouse_43.txt,Depth,-1,macro
warehouse_45.txt,Astar,-1,macro
warehouse_45.txt,Breadth,-1,macro
warehouse_45.txt,Depth,-1,macro
warehouse_47.txt,Astar,-1,macro
warehouse_47.txt,Breadth,-1,macro
warehouse_47.txt,Depth,-1,macro
warehouse_49.txt,Astar,-1,macro
warehouse_49.txt,Breadth,-1,macro
warehouse_49.txt,Depth,-1,macro
warehouse_51.txt,Astar,-1,macro
warehouse_51.txt,Breadth,-1,macro
warehouse_51.txt,Depth,-1,macro
warehouse_53.txt,Astar,-1,macro
warehouse_53.txt,Breadth,-1,macro
warehouse_53.txt,Depth,-1,macro
warehouse_55.txt,Astar,-1,macro
warehouse_55.txt,Breadth,-1,macro
warehouse_55.txt,Depth,-1,macro
warehouse_57.txt,Astar,-1,macro
warehouse_57.txt,Breadth,-1,macro
warehouse_57.txt,Depth,-1,macro
warehouse_59.txt,Astar,-1,macro
warehouse_59.txt,Breadth,-1,macro
warehouse_59.txt,Depth,-1,macro
warehouse_61.txt,Astar,-1,macro
warehouse_61.txt,Breadth,-1,macro
warehouse_61.txt,Depth,-1,macro
warehouse_63.txt,Astar,-1,macro
warehouse_63.txt,Breadth,-1,macro
warehouse_63.txt,Depth,-1,macro
warehouse_65.txt,Astar,-1,macro
warehouse_65.txt,Breadth,-1,macro
warehouse_65.txt,Depth,-1,macro
warehouse_67.txt,Astar,-1,macro
warehouse_67.txt,Breadth,-1,macro
warehouse_67.txt,Depth,-1,macro
warehouse_69.txt,Astar,-1,macro
warehouse_69.txt,Breadth,-1,macro
warehouse_69.txt,Depth,-1,macro
warehouse_71.txt,Astar,-1,macro
warehouse_71.txt,Breadth,-1,macro
warehouse_71.txt,Depth,-1,macro
warehouse_73.txt,Astar,-1,macro
warehouse_73.txt,Breadth,-1,macro
warehouse_73.txt,Depth,-1,macro
warehouse_75.txt,Astar,-1,macro
warehouse_75.txt,Breadth,-1,macro
warehouse_75.txt,Depth,-1,macro
warehouse_77.txt,Astar,-1,macro
warehouse_77.txt,Breadth,-1,macro
warehouse_77.txt,Depth,-1,macro
warehouse_79.txt,Astar,-1,macro
warehouse_79.txt,Breadth,-1,macro
warehouse_79.txt,Depth,-1,macro
warehouse_81.txt,Astar,-1,macro
warehouse_81.txt,Breadth,-1,macro
warehouse_81.txt,Depth,-1,macro
warehouse_83.txt,Astar,-1,macro
warehouse_83.txt,Breadth,-1,macro
warehouse_83.txt,Depth,-1,macro
warehouse_85.txt,Astar,-1,macro
warehouse_85.txt,Breadth,-1,macro
warehouse_85.txt,Depth,-1,macro
warehouse_87.txt,Astar,-1,macro
warehouse_87.txt,Breadth,-1,macro
warehouse_87.txt,Depth,-1,macro
warehouse_89.txt,Astar,-1,macro
warehouse_89.txt,Breadth,-1,macro
warehouse_89.txt,Depth,-1,macro
warehouse_91.txt,Astar,-1,macro
warehouse_91.txt,Breadth,-1,macro
warehouse_91.txt,Depth,-1,macro
warehouse_93.txt,Astar,-1,macro
warehouse_93.txt,Breadth,-1,macro
warehouse_93.txt,Depth,-1,macro
warehouse_95.txt,Astar,-1,macro
warehouse_95.txt,Breadth,-1,macro
warehouse_95.txt,Depth,-1,macro
warehouse_97.txt,Astar,-1,macro
warehouse_97.txt,Breadth,-1,macro
warehouse_97.txt,Depth,-1,macro
warehouse_99.txt,Astar,-1,macro
warehouse_99.txt,Breadth,-1,macro
warehouse_99.txt,Depth,-1,macro
